CODCURSO,NOMBRECURSO,DEPARTAMENTO,MATRICULADOS,PREMATRICULADOS,CICLO
EG3003,Inglés II,Dirección de Humanidades Artes y Ciencias Sociales,61,61,2014 - 2
EG1001,Cálculo I,Dirección de Ciencias,70,70,2014 - 2
QI6001,Práctica I - QI,Departamento de Química,3,3,2014 - 2
QI6002,Termodinámica Química,Departamento de Química,6,6,2014 - 2
IN5002,Procesos de Fabricación Industrial,Departamento de Industrial,6,6,2014 - 2
IN5003,Diseño de productos,Departamento de Industrial,10,10,2014 - 2
EL6002,Diseño de Computadoras,Departamento de Electrónica,10,10,2014 - 2
EN4001,Ingeniería Eléctrica II,Departamento de Energía,5,5,2014 - 2
ME4001,Ciencia de los Materiales,Departamento de Ciencias,40,40,2015 - 0
EG1464,"Seguridad, Salud y Medio Ambiente",Dirección de Humanidades Artes y Ciencias Sociales,47,47,2013 - 2
EG4004,Gestión del Capital Humano ,Dirección de Humanidades Artes y Ciencias Sociales,9,9,2013 - 2
QI1002,Transformaciones Químicas de la Materia,Departamento de Química,16,16,2013 - 2
eg2004.,Inglés I..,Departamento de Ciencias,155,155,2013 - 1
EG1464,"Seguridad, Salud y Medio Ambiente",Dirección de Humanidades Artes y Ciencias Sociales,217,217,2013 - 1
EN3002,Circuitos Eléctricos,Departamento de Electrónica,24,24,2013 - 1
QM2000,Química General,Departamento de Química,19,19,2013 - 0
SE2000,Electricidad y Magnetismo.,Departamento de Energía,159,159,2012 - 2
GG1001,Cálculo I..,Departamento de Industrial,68,68,2012 - 2
EN3002,Circuitos Eléctricos,Departamento de Electrónica,32,32,2015 - 1
EL4001,Circuitos Analógicos,Departamento de Electrónica,11,11,2015 - 1
IN5001,Distribución de plantas y manejo de materiales,Departamento de Industrial,34,34,2015 - 1
EL5002,Análisis de Señales y Sistemas,Departamento de Electrónica,10,10,2015 - 1
EL5003,Electrónica de Potencia,Departamento de Electrónica,8,8,2015 - 1
EL7002,Instrumentación industrial,Departamento de Electrónica,6,6,2015 - 1
EL5001,Circuitos Digitales ,Departamento de Electrónica,6,6,2015 - 1
EN5001,Máquinas Eléctricas ,Departamento de Energía,4,4,2015 - 1
ME6004,Mecánica de Fluidos - EN,Departamento de Mecánica,3,3,2015 - 1
ME4002,Elementos de Máquinas ,Departamento de Mecánica,12,12,2015 - 1
EG2004,Inglés I,Dirección de Humanidades Artes y Ciencias Sociales,98,98,2015 - 2
EG2001,Cálculo II,Dirección de Ciencias,174,174,2015 - 2
ME2001,Procesos de Manufactura,Departamento de Mecánica,31,31,2015 - 2
IN2002,Programación y Tecnología de la Información,Departamento de Industrial,54,54,2015 - 2
EG8001,"Diseño, evaluación y gestión de proyectos",Dirección de Humanidades Artes y Ciencias Sociales,45,45,2015 - 2
ME3001,Estática y Dinámica,Departamento de Mecánica,25,25,2015 - 2
ME4001,Ciencia de los Materiales,Departamento de Ciencias,81,81,2015 - 2
IN6004,Operaciones y procesos industriales,Departamento de Industrial,24,24,2015 - 2
ME6005,Máquinas térmicas - EN ,Departamento de Mecánica,3,3,2015 - 2
EG3003,Inglés II,Dirección de Humanidades Artes y Ciencias Sociales,12,12,2015 - 2
ME0001,Introducción a la Ingeniería de Minas,Departamento de Mecánica,15,15,2015 - 2
QI7003,Ingeniería ambiental,Departamento de Química,7,7,2015 - 2
EL5003,Electrónica de Potencia,Departamento de Electrónica,5,5,2015 - 2
QI0006,Ecología y recursos naturales,Departamento de Química,8,8,2015 - 2
EL8002,Redes industriales,Departamento de Electrónica,5,5,2015 - 2
IN0003,Redes y sistemas operativos,Departamento de Industrial,4,4,2015 - 2
QI0014,Conminución,Departamento de Química,4,4,2015 - 2
GH2001,Inglés I,Dirección de Humanidades Artes y Ciencias Sociales,77,77,2016 - 1
GH8001,Evaluación de Proyectos,Dirección de Humanidades Artes y Ciencias Sociales,54,54,2016 - 1
GH8003,Taller de Proyectos de Ingeniería IV,Dirección de Humanidades Artes y Ciencias Sociales,18,18,2016 - 1
GH3004,Procesos Históricos y Económicos del Perú y del Mundo Contemporáneo,Dirección de Humanidades Artes y Ciencias Sociales,106,106,2016 - 1
ME8006,Ingeniería de Mantenimiento,Departamento de Mecánica,10,10,2016 - 1
QI6002,Termodinámica Química,Departamento de Química,12,12,2016 - 1
EL4001,Circuitos Analógicos,Departamento de Electrónica,19,19,2016 - 1
ME6006,Mecánica de Materiales,Departamento de Mecánica,17,17,2016 - 1
ME5006,Fundamentos de Termodinámica,Departamento de Mecánica,19,19,2016 - 1
QI5001,Balance de materia y energía,Departamento de Química,15,15,2016 - 1
QI5002,Química Analítica,Departamento de Química,11,11,2016 - 1
EL0038,Seguridad Informática,Departamento de Electrónica,6,6,2016 - 1
QI0006,Ecología y recursos naturales,Departamento de Química,3,3,2016 - 1
EL0040,Sistemas de Comunicaciones,Departamento de Electrónica,5,5,2016 - 1
QI7001,Cinética y Diseño de Reactores,Departamento de Química,4,4,2016 - 1
QI0010,Procesos Hidrometalúrgicos,Departamento de Química,3,3,2016 - 1
EG2002,Física II,Dirección de Ciencias,9,9,2016 - 0
EG3003,Inglés II,Dirección de Humanidades Artes y Ciencias Sociales,22,22,2016 - 0
EG1001,Cálculo I,Dirección de Ciencias,41,41,2016 - 0
EN9003,Tesis en Ingenieria de la Energía I,Departamento de Energía,4,4,2016 - 1
EN4003,Ingeniería del Petróleo,Departamento de Energía,13,13,2016 - 1
EN7003,Máquinas Térmicas,Departamento de Energía,10,10,2016 - 2
ME8006,Ingeniería de Mantenimiento,Departamento de Mecánica,4,4,2016 - 2
ME5004,Circuitos y Máquinas Eléctricas,Departamento de Mecánica,40,40,2016 - 2
IN4006,Metodologías de Innovación,Departamento de Industrial,98,98,2016 - 2
EG5003,Antropología,Dirección de Humanidades Artes y Ciencias Sociales,107,107,2016 - 2
ME0001,Introducción a la Ingeniería de Minas,Departamento de Mecánica,13,13,2016 - 2
ME0005,Tecnología de los Materiales,Departamento de Mecánica,4,4,2016 - 2
ME4005,Dinámica,Departamento de Mecánica,14,14,2016 - 2
EG4004,Gestión del Capital Humano ,Dirección de Humanidades Artes y Ciencias Sociales,105,105,2016 - 2
GH6003,Taller de Proyectos de Ingeniería III,Dirección de Humanidades Artes y Ciencias Sociales,55,55,2016 - 2
GH3001,Taller de Proyectos de Ingeniería I,Dirección de Humanidades Artes y Ciencias Sociales,123,123,2016 - 2
GH2002,Comunicación Oral y Escrita II,Dirección de Humanidades Artes y Ciencias Sociales,159,159,2016 - 2
QI4001,Fisicoquímica,Departamento de Química,24,24,2016 - 2
GH3004,Procesos Históricos y Económicos del Perú y del Mundo Contemporáneo,Dirección de Humanidades Artes y Ciencias Sociales,48,48,2016 - 2
IN9001,Tesis en Ingeniería Industrial I,Departamento de Industrial,21,21,2016 - 2
EN0004,Ingeniería de procesos de los hidrocarburos,Departamento de Energía,9,9,2016 - 2
GHN002,Ingles 0,Dirección de Humanidades Artes y Ciencias Sociales,60,60,2016 - 2
ME4003,Mecánica de Fluidos,Departamento de Mecánica,11,11,2016 - 2
CC0002,Mecánica Cuántica para Ingenieros,Departamento de Ciencias,18,18,2016 - 2
QI0014,Conminución,Departamento de Química,3,3,2016 - 2
EL8005,Redes industriales,Departamento de Electrónica,11,11,2016 - 2
IN6009,Desarrollo y Validación de Productos,Departamento de Industrial,17,17,2016 - 2
EL9001,Tesis en ECE I,Departamento de Electrónica,2,2,2016 - 2
IN6008,Tecnologías y Procesos de Fabricación,Departamento de Industrial,6,6,2016 - 2
QI0017,Procesos Piro Electrometalúrgicos,Departamento de Química,4,4,2016 - 2
GHN004,Laboratorio de Comunicación 0,Jefatura de Procesos Académicos de Admisión,213,213,2017 - 0
GH2002,Comunicación Oral y Escrita II,Dirección de Humanidades Artes y Ciencias Sociales,13,13,2017 - 0
ME0021,Termodinámica,Departamento de Ciencias,216,216,2017 - 1
GH2001,Inglés I,Dirección de Humanidades Artes y Ciencias Sociales,65,65,2017 - 1
EN0032,Termosolar y Offshore,Departamento de Energía,2,2,2017 - 1
EL7005,Control de procesos,Departamento de Electrónica,9,9,2017 - 1
IN7005,Planeamiento y Control de Operaciones,Departamento de Industrial,25,25,2017 - 1
IN7003,Diseño de Experimentos y Control Estadístico de la Calidad,Departamento de Industrial,15,15,2017 - 1
ME8006,Ingeniería de Mantenimiento,Departamento de Mecánica,7,7,2017 - 1
EL5002,Análisis de Señales y Sistemas,Departamento de Electrónica,20,20,2017 - 1
IN0076,Gestión de Centros de Distribución y Transporte,Departamento de Industrial,8,8,2017 - 1
QI0029,Química Avanzada,Departamento de Química,15,15,2017 - 1
IN0056,Investigación de Operaciones I: Modelos Determinísticos,Departamento de Industrial,22,22,2017 - 1
ME0019,Física I,Departamento de Ciencias,345,345,2017 - 2
QI0007,Geometalurgia,Departamento de Química,6,6,2017 - 1
QI7005,Termodinámica Química,Departamento de Química,11,11,2017 - 1
GHN004,Laboratorio de Comunicación 0,Jefatura de Procesos Académicos de Admisión,91,91,2017 - 2
EG0011,Proyecto Interdisciplinario IV,Departamento de Industrial,47,47,2017 - 2
EL6003,Control Automático,Departamento de Electrónica,14,14,2017 - 2
ME0025,Diseño de Elementos de Máquinas,Departamento de Mecánica,24,24,2017 - 2
GH0017,Introducción al Quechua,Dirección de Humanidades Artes y Ciencias Sociales,31,31,2017 - 2
EN4003,Ingeniería del Petróleo,Departamento de Energía,19,19,2017 - 2
ME0001,Introducción a la Ingeniería de Minas,Departamento de Mecánica,28,28,2017 - 2
QI7005,Termodinámica Química,Departamento de Química,20,20,2017 - 2
QI6005,Transferencia de calor,Departamento de Química,39,39,2018 - 0
GH0007,Introducción al Desarrollo de Empresas,Dirección de Gestión,90,90,2018 - 0
GH0008,Gestión de Empresas,Dirección de Gestión,90,90,2018 - 0
EG0004,Desafíos Globales,Dirección de Humanidades Artes y Ciencias Sociales,673,7,2018 - 1
QI0027,Química General,Departamento de Ciencias,677,10,2018 - 1
GH0012,Economías en Desarrollo,Dirección de Humanidades Artes y Ciencias Sociales,22,22,2018 - 0
IN9001,Tesis en Ingeniería Industrial I,Departamento de Industrial,26,18,2018 - 1
IN0064,Logística y Gestión de la Cadena de Suministros,Departamento de Industrial,25,25,2018 - 1
GH0010,Ética y tecnología,Dirección de Humanidades Artes y Ciencias Sociales,270,108,2018 - 1
EG0009,Proyecto Interdisciplinario III,Jefatura de Proyectos Académicos,125,84,2018 - 1
EN5001,Máquinas Eléctricas ,Departamento de Energía,36,27,2018 - 1
IN0073,Calidad en los Servicios,Departamento de Industrial,21,21,2018 - 1
EN7003,Máquinas Térmicas,Departamento de Energía,29,22,2018 - 1
QI6005,Transferencia de calor,Departamento de Química,29,24,2018 - 1
QI9005,Diseño de Procesos y Plantas,Departamento de Química,4,4,2018 - 1
GH4002,Inglés III,Dirección de Humanidades Artes y Ciencias Sociales,17,24,2018 - 1
IN0081,Modelado y Simulación de Procesos de Negocio,Departamento de Industrial,14,17,2018 - 1
EG0007,Proyecto Interdisciplinario I,Jefatura de Proyectos Académicos,320,112,2018 - 1
QI7005,Termodinámica Química,Departamento de Química,10,10,2018 - 1
ME3003,Estática,Departamento de Mecánica,90,50,2018 - 1
EL0065,Circuitos Eléctricos,Departamento de Electrónica,34,24,2018 - 1
EG0005,Matemáticas II,Departamento de Ciencias,214,80,2018 - 1
ME0004,Tesis en Ingeniería Mecánica II,Departamento de Mecánica,3,3,2018 - 1
QI0028,Química Experimental,Departamento de Ciencias,152,2,2018 - 2
EL0069,Proyecto de ECE,Departamento de Electrónica,13,10,2018 - 2
EN5001,Máquinas Eléctricas ,Departamento de Energía,55,60,2018 - 2
GH0017,Introducción al Quechua,Dirección de Humanidades Artes y Ciencias Sociales,60,62,2018 - 2
IN0057,Seguridad y Salud Ocupacional,Departamento de Industrial,135,145,2018 - 2
GH4002,Inglés III,Dirección de Humanidades Artes y Ciencias Sociales,19,12,2018 - 2
IN5005,Costeo de Operaciones,Departamento de Industrial,79,57,2018 - 2
GH0025,English for STEAM,Dirección de Humanidades Artes y Ciencias Sociales,83,75,2018 - 2
EL0080,Diseño de software,Departamento de Electrónica,11,26,2018 - 2
MT0013,Robótica Autónoma,Departamento de Mecatrónica,6,6,2018 - 2
ME0007,Equipos y maquinaria minera,Departamento de Mecánica,22,18,2018 - 2
GH3002,Inglés II,Dirección de Humanidades Artes y Ciencias Sociales,7,1,2018 - 2
EL7006,Instrumentación industrial,Departamento de Electrónica,12,14,2018 - 2
GH0010,Ética y tecnología,Dirección de Humanidades Artes y Ciencias Sociales,251,194,2018 - 2
GHN004,Laboratorio de Comunicación 0,Jefatura de Procesos Académicos de Admisión,77,77,2018 - 2
GH0024,Crítica de la Modernidad,Dirección de Humanidades Artes y Ciencias Sociales,6,10,2018 - 2
BI0022,Nanotecnología,Departamento de Bioingeniería,10,13,2018 - 2
IN8004,Sistemas de Información para Operaciones,Departamento de Industrial,24,13,2018 - 2
IN0074,Diseño de Redes de Cadenas de Suministro,Departamento de Industrial,16,15,2018 - 2
BI0001,Química Orgánica,Departamento de Bioingeniería,17,13,2018 - 2
IN5006,Diseño para Manufactura,Departamento de Industrial,9,20,2018 - 2
ME0036,Tópicos Selectos de Ingeniería Mecánica,Departamento de Mecánica,8,8,2019 - 0
CS1100,Introducción a la Ciencia de la Computación,Departamento de Ciencias,585,51,2019 - 1
EG0004,Desafíos Globales,Dirección de Humanidades Artes y Ciencias Sociales,561,29,2019 - 1
EG0003,Matemáticas I,Departamento de Ciencias,426,167,2019 - 1
QI0028,Química Experimental,Departamento de Ciencias,440,8,2019 - 1
ME0036,Tópicos Selectos de Ingeniería Mecánica,Departamento de Mecánica,14,13,2019 - 1
IN0060,Planeamiento y Control de Operaciones,Departamento de Industrial,66,45,2019 - 1
ME9002,Tesis en Ingeniería Mecánica I,Departamento de Mecánica,25,21,2019 - 1
BI0001,Química Orgánica,Departamento de Bioingeniería,45,42,2019 - 1
GH0032,Startup Lab,Dirección de Gestión,33,18,2019 - 1
EN0030,Biomasa y Geotermia,Departamento de Energía,21,19,2019 - 1
QI0044,Seminario en Ingeniería Química,Departamento de Química,5,5,2019 - 1
ME4003,Mecánica de Fluidos,Departamento de Mecánica,45,36,2019 - 1
ME0028,Automatización de Sistemas,Departamento de Mecánica,45,42,2019 - 1
EN0028,Tesis en Ingeniería de la Energía II,Departamento de Energía,3,1,2019 - 1
IN0056,Investigación de Operaciones I: Modelos Determinísticos,Departamento de Industrial,112,103,2019 - 1
CS2100,Algoritmos y Estructura de datos,Departamento de Computer Science,28,34,2019 - 1
ME0037,Ingeniería de Materiales,Departamento de Mecánica,28,25,2019 - 1
QI0033,Análisis Químico para Ingeniería,Departamento de Química,24,14,2019 - 1
QI0030,Procesos Químicos en la Industria,Departamento de Química,11,11,2019 - 1
QI6003,Fenómenos de Transporte,Departamento de Química,5,5,2019 - 1
ME0021,Termodinámica,Departamento de Ciencias,282,162,2019 - 2
GH0012,Economías en Desarrollo,Dirección de Humanidades Artes y Ciencias Sociales,225,187,2019 - 2
IN0063,Lean Thinking,Departamento de Industrial,57,45,2019 - 2
QI0028,Química Experimental,Departamento de Ciencias,141,2,2019 - 2
IN0057,Seguridad y Salud Ocupacional,Departamento de Industrial,176,138,2019 - 2
EG0011,Proyecto Interdisciplinario IV,Departamento de Industrial,10,9,2019 - 2
ME0001,Introducción a la Ingeniería de Minas,Departamento de Mecánica,37,35,2019 - 2
ME0026,Diseño de Sistemas Mecánicos,Departamento de Mecánica,25,22,2019 - 2
EL0069,Proyecto de ECE,Departamento de Electrónica,15,9,2019 - 2
MT0003,Sistemas Hidráulicos y Neumáticos,Departamento de Mecatrónica,22,10,2019 - 2
IN0090,Ingeniería Financiera,Departamento de Industrial,30,29,2019 - 2
MT0001,Mecanismos y Transmisión de Movimiento,Departamento de Mecatrónica,12,19,2019 - 2
AM0005,"Edafologia, manejo y conservacion de suelos",Departamento de Ingeniería Ambiental,15,17,2019 - 2
BI0036,Ciencia y Cocina,Departamento de Bioingeniería,45,22,2019 - 2
CS2102,Análisis y Diseño de Algoritmos-ADA,Departamento de Computer Science,34,19,2019 - 2
QI0032,Análisis de Procesos Químicos,Departamento de Química,16,8,2019 - 2
QI0034,Biotecnologías y Bioprocesos,Departamento de Química,6,2,2019 - 2
QI0030,Procesos Químicos en la Industria,Departamento de Química,21,23,2019 - 2
GH0008,Gestión de Empresas,Dirección de Gestión,60,60,2020 - 0
GH0010,Ética y tecnología,Dirección de Humanidades Artes y Ciencias Sociales,70,70,2020 - 0
CS1D02,Estructuras Discretas II,Departamento de Computer Science,40,40,2020 - 0
GH0005,Laboratorio de Comunicación 1,Dirección de Humanidades Artes y Ciencias Sociales,29,29,2020 - 0
QI0027,Química General,Departamento de Ciencias,18,18,2020 - 0
GH0025,English for STEAM,Dirección de Humanidades Artes y Ciencias Sociales,132,135,2020 - 1
GH0012,Economías en Desarrollo,Dirección de Humanidades Artes y Ciencias Sociales,203,147,2020 - 1
EL5002,Análisis de Señales y Sistemas,Departamento de Electrónica,62,67,2020 - 1
GH1002,Arte y Tecnología,Dirección de Humanidades Artes y Ciencias Sociales,216,167,2020 - 1
ME0004,Tesis en Ingeniería Mecánica II,Departamento de Mecánica,20,16,2020 - 1
IN0081,Modelado y Simulación de Procesos de Negocio,Departamento de Industrial,26,15,2020 - 1
IN0067,Sistemas de Información para Operaciones,Departamento de Industrial,24,24,2020 - 1
IN0068,Metodología de Investigación,Departamento de Industrial,50,24,2020 - 1
AM0001,Introducción a la Ingeniería Ambiental,Departamento de Ingeniería Ambiental,61,52,2020 - 1
QI0044,Seminario en Ingeniería Química,Departamento de Química,8,9,2020 - 1
IN0056,Investigación de Operaciones I: Modelos Determinísticos,Departamento de Industrial,84,70,2020 - 1
IN0078,Gestión de Inventarios,Departamento de Industrial,15,15,2020 - 1
QI0042,Operaciones de Separación Físico-Mecánicas,Departamento de Química,12,10,2020 - 1
EG0005,Matemáticas II,Departamento de Ciencias,258,182,2020 - 1
EL9002,Introducción a Cognitive Computing,Departamento de Electrónica,18,14,2020 - 1
CS3903,Sistemas de Información,Departamento de Computer Science,6,12,2020 - 1
EN0027,Tesis en Ingenieria de la Energía I,Departamento de Energía,6,4,2020 - 1
BI0019,Procesos de Biotecnología I,Departamento de Bioingeniería,11,9,2020 - 1
CS2301,Redes y Comunicaciones,Departamento de Computer Science,8,10,2020 - 1
EL0069,Proyecto de ECE,Departamento de Electrónica,21,23,2020 - 1
CI0005,Dinámica,Departamento de Civil,25,17,2020 - 1
CI0008,Tecnología de los Materiales de Construcción,Departamento de Civil,18,22,2020 - 1
EG0011,Proyecto Interdisciplinario IV,Departamento de Industrial,6,3,2020 - 1
CI0006,Resistencia de Materiales I,Departamento de Civil,25,19,2020 - 1
AM0009,Hidrogeologia,Departamento de Ingeniería Ambiental,10,6,2020 - 1
AM0017,Contaminacion Atmosferica,Departamento de Ingeniería Ambiental,8,6,2020 - 1
BI0027,Biomecánica,Departamento de Bioingeniería,8,6,2020 - 1
EL4001,Circuitos Analógicos,Departamento de Electrónica,12,8,2020 - 1
CI0004,Geomática,Departamento de Civil,5,5,2020 - 1
EG0004,Desafíos Globales,Dirección de Humanidades Artes y Ciencias Sociales,266,3,2020 - 2
QI0027,Química General,Departamento de Ciencias,367,16,2020 - 2
GH0016,Liderazgo y negociación,Dirección de Gestión,174,163,2020 - 2
IN0066,Métodos Estadísticos Avanzados para la Calidad,Departamento de Industrial,44,45,2020 - 2
IN0068,Metodología de Investigación,Departamento de Industrial,54,45,2020 - 2
CS3402,Compiladores,Departamento de Computer Science,24,28,2020 - 2
EL0047,Comunicaciones Móviles e Inalámbricas,Departamento de Electrónica,9,7,2020 - 2
EN0038,Energía Eólica,Departamento de Energía,16,16,2020 - 2
EG0014,Tesis I,Dirección Académica,37,18,2020 - 2
CS2301,Redes y Comunicaciones,Departamento de Computer Science,24,20,2020 - 2
CS3102,Estructura de datos avanzados,Departamento de Computer Science,27,26,2020 - 2
CS3903,Sistemas de Información,Departamento de Computer Science,24,16,2020 - 2
EN0021,Física II,Departamento de Ciencias,357,337,2020 - 2
CS1102,Programación orientada a objetos I,Departamento de Ciencias,378,357,2020 - 2
IN0077,Gestión de Compras y Mercados Electrónicos,Departamento de Industrial,33,28,2020 - 2
IN0054,Estadística y Probabilidades,Departamento de Ciencias,226,208,2020 - 2
EL0070,Tesis en ECE I,Departamento de Electrónica,7,4,2020 - 2
IN0062,Diseño de Productos y Servicios,Departamento de Industrial,56,24,2020 - 2
EL0045,Introducción a las Redes de Computadoras,Departamento de Electrónica,30,19,2020 - 2
BI0003,Fundamentos de Bioingeniería,Departamento de Bioingeniería,30,30,2020 - 2
QI0046,Tesis II,Departamento de Química,2,1,2020 - 2
QI0031,Química Orgánica Aplicada,Departamento de Química,5,5,2020 - 2
CS2201,Arquitectura de computadoras,Departamento de Computer Science,60,44,2020 - 2
CS2101,Teoría de la computación,Departamento de Computer Science,51,41,2020 - 2
IN0059,Diseño de Experimentos y Control Estadístico de Procesos,Departamento de Industrial,9,8,2020 - 2
GH0016,Liderazgo y negociación,Dirección de Gestión,53,31,2021 - 0
IN0058,Procesos de Manufactura,Departamento de Industrial,41,41,2021 - 0
QI0028,Química Experimental,Departamento de Ciencias,125,126,2021 - 0
CS3402,Compiladores,Departamento de Computer Science,20,9,2021 - 0
GH0024,Crítica de la Modernidad,Dirección de Humanidades Artes y Ciencias Sociales,167,147,2021 - 1
EL6004,Introducción a Sistemas Embebidos,Departamento de Electrónica,50,59,2021 - 1
EL9002,Introducción a Cognitive Computing,Departamento de Electrónica,18,17,2021 - 1
CS1102,Programación orientada a objetos I,Departamento de Ciencias,285,196,2021 - 1
AM0012,"Atmosfera, oceano y dinamica climatica",Departamento de Ingeniería Ambiental,22,18,2021 - 1
CC1141,Química General,Departamento de Ciencias,582,8,2021 - 1
PI1101,Proyecto Interdisciplinario 1,Jefatura de Proyectos Académicos,746,3,2021 - 1
IN1001,Introducción a la Ingeniería Industrial,Departamento de Industrial,83,1,2021 - 1
EG0003,Matemáticas I,Departamento de Ciencias,131,19,2021 - 1
ME0023,Dibujo y Diseño para Ingeniería,Departamento de Mecánica,90,78,2021 - 1
GH0011,Innovación y Desarrollo de Productos,Dirección de Gestión,192,145,2021 - 1
ME0009,Análisis de Falla y Toma de Decisiones,Departamento de Mecánica,26,13,2021 - 1
CS2601,Inteligencia Artificial,Departamento de Computer Science,24,18,2021 - 1
ME0001,Introducción a la Ingeniería de Minas,Departamento de Mecánica,30,21,2021 - 1
ME0027,Ingeniería de Mantenimiento,Departamento de Mecánica,35,24,2021 - 1
ME9002,Tesis en Ingeniería Mecánica I,Departamento de Mecánica,10,4,2021 - 1
BI0029,Sistemas Biológicos,Departamento de Bioingeniería,31,30,2021 - 1
CI0014,Análisis Estructural I,Departamento de Civil,10,9,2021 - 1
IQ1001,Introducción a la Ingeniería Química,Departamento de Química,42,42,2021 - 1
QI0001,Tesis en Ingeniería Química II,Departamento de Química,5,2,2021 - 1
IN0061,Investigación de Operaciones II: Modelos Probabilísticos,Departamento de Industrial,48,38,2021 - 1
IN0082,Planeamiento de la Demanda,Departamento de Industrial,46,54,2021 - 1
QI0043,Operaciones de Separación Fisicoquímicas,Departamento de Química,11,10,2021 - 1
IN0068,Metodología de Investigación,Departamento de Industrial,37,30,2021 - 1
IN0064,Logística y Gestión de la Cadena de Suministros,Departamento de Industrial,37,28,2021 - 1
CI0004,Geomática,Departamento de Civil,26,19,2021 - 1
CS2702,Base de datos II,Departamento de Computer Science,34,41,2021 - 1
IN0056,Investigación de Operaciones I: Modelos Determinísticos,Departamento de Industrial,67,48,2021 - 1
CI0022,Tecnología del Concreto,Departamento de Civil,10,9,2021 - 1
AM0017,Contaminacion Atmosferica,Departamento de Ingeniería Ambiental,7,7,2021 - 1
EL4001,Circuitos Analógicos,Departamento de Electrónica,9,8,2021 - 1
CI0002,Geometría Descriptiva,Departamento de Civil,35,30,2021 - 1
CI0012,Mecánica de Suelos,Departamento de Civil,3,3,2021 - 1
MT0010,Tesis II,Departamento de Mecatrónica,1,2,2021 - 1
EN1001,Realidad Energética Nacional e Internacional,Departamento de Energía,16,16,2014 - 1
EG2003,Comunicación Oral y Escrita II,Dirección de Humanidades Artes y Ciencias Sociales,62,62,2014 - 1
IN5002,Procesos de Fabricación Industrial,Departamento de Industrial,40,40,2014 - 1
IN5003,Diseño de productos,Departamento de Industrial,38,38,2014 - 1
ME6002,Diseño de elementos de máquinas I ,Departamento de Mecánica,6,6,2014 - 2
EG1003,Comunicación Oral y Escrita I,Dirección de Humanidades Artes y Ciencias Sociales,26,26,2014 - 2
EG2001,Cálculo II,Dirección de Ciencias,155,155,2014 - 2
EN3002,Circuitos Eléctricos,Departamento de Electrónica,23,23,2014 - 2
IN6003,Gestión de cadena de Suministros,Departamento de Industrial,35,35,2014 - 2
QI6003,Fenómenos de Transporte,Departamento de Química,7,7,2014 - 2
QI6004,Taller de innovación y proyectos - QI,Departamento de Química,5,5,2014 - 2
ME4001,Ciencia de los Materiales,Departamento de Ciencias,93,93,2014 - 2
ME4002,Elementos de Máquinas ,Departamento de Mecánica,12,12,2015 - 0
EG2004,Inglés I,Dirección de Humanidades Artes y Ciencias Sociales,4,4,2015 - 0
IN4002,Investigación de Operaciones II,Departamento de Industrial,43,43,2013 - 2
EG3004,Taller de Arte y Tecnología I,Dirección de Humanidades Artes y Ciencias Sociales,48,48,2013 - 2
EN3002,Circuitos Eléctricos,Departamento de Electrónica,14,14,2013 - 2
ME3001,Estática y Dinámica,Departamento de Mecánica,34,34,2013 - 1
EG1002,Física I,Dirección de Ciencias,233,233,2013 - 1
EN1001,Realidad Energética Nacional e Internacional,Departamento de Energía,30,30,2013 - 1
ME1001,Dibujo y Diseño para Ingeniería,Departamento de Mecánica,62,62,2013 - 1
IN1000,Informática Aplicada,Departamento de Industrial,224,224,2012 - 1
ME7001,Máquinas térmicas - ME,Departamento de Mecánica,8,8,2015 - 1
EG1002,Física I,Dirección de Ciencias,294,294,2015 - 1
EG1001,Cálculo I,Dirección de Ciencias,318,318,2015 - 1
EG2005,Arte y Tecnología,Dirección de Humanidades Artes y Ciencias Sociales,31,31,2015 - 1
QI1002,Transformaciones Químicas de la Materia,Departamento de Química,47,47,2015 - 1
IN6003,Gestión de cadena de Suministros,Departamento de Industrial,6,6,2015 - 1
QI4001,Fisicoquímica,Departamento de Química,7,7,2015 - 1
EN7002,Generación de Energías II,Departamento de Energía,7,7,2015 - 1
IN2001,Fundamentos de Programación,Departamento de Industrial,4,4,2015 - 1
EG2004,Inglés I,Dirección de Humanidades Artes y Ciencias Sociales,17,17,2015 - 1
ME2001,Procesos de Manufactura,Departamento de Mecánica,6,6,2015 - 1
IN2002,Programación y Tecnología de la Información,Departamento de Industrial,5,5,2015 - 1
EG3002,Procesos Históricos y Económicos del Perú y del Mundo Contemporáneo,Dirección de Humanidades Artes y Ciencias Sociales,106,106,2015 - 2
EL6002,Diseño de Computadoras,Departamento de Electrónica,7,7,2015 - 2
QI3001,Química Orgánica,Departamento de Química,17,17,2015 - 2
IN5001,Distribución de plantas y manejo de materiales,Departamento de Industrial,17,17,2015 - 2
EG6002,Taller de arte y tecnología IV,Dirección de Humanidades Artes y Ciencias Sociales,75,75,2015 - 2
EG6001,Gerencia Financiera y de Costos,Dirección de Humanidades Artes y Ciencias Sociales,54,54,2015 - 2
IN8001,Práctica II - IN,Departamento de Industrial,25,25,2015 - 2
ME5002,Resistencia de materiales ,Departamento de Mecánica,24,24,2015 - 2
ME1001,Dibujo y Diseño para Ingeniería,Departamento de Mecánica,40,40,2015 - 2
EL6001,Práctica I - EL,Departamento de Electrónica,14,14,2015 - 2
EN3002,Circuitos Eléctricos,Departamento de Electrónica,12,12,2015 - 2
